date,FSLR,SPWR,ENPH,SEDG,NEE,CL=F,BZ=F,NG=F,COAL.AX,XLE
2015-02-02,45.47999954223633,,13.170000076293945,,20.968355178833008,49.56999969482422,54.75,2.680000066757202,,51.21255111694336
2015-02-03,48.15999984741211,,13.65999984741211,,21.000743865966797,53.04999923706055,57.90999984741211,2.753999948501587,,52.613555908203125
2015-02-04,46.97999954223633,,13.300000190734863,,20.848342895507812,48.45000076293945,54.15999984741211,2.6619999408721924,,51.745330810546875
2015-02-05,46.900001525878906,,13.579999923706055,,20.899782180786133,50.47999954223633,56.56999969482422,2.5999999046325684,,52.48859786987305
2015-02-06,46.900001525878906,,13.859999656677246,,20.154918670654297,51.689998626708984,57.79999923706055,2.5789999961853027,,52.501739501953125
2015-02-09,46.33000183105469,,14.470000267028809,,19.91107749938965,52.86000061035156,58.34000015258789,2.5969998836517334,,52.55437088012695
2015-02-10,48.540000915527344,,14.460000038146973,,20.54163360595703,50.02000045776367,56.43000030517578,2.677000045776367,,52.52806854248047
2015-02-11,48.77000045776367,,14.789999961853027,,20.01395034790039,48.84000015258789,54.65999984741211,2.796999931335449,,52.15972900390625
2015-02-12,49.41999816894531,,14.779999732971191,,20.067293167114258,51.209999084472656,57.04999923706055,2.7130000591278076,,52.8437614440918
2015-02-13,48.84000015258789,,15.149999618530273,,19.739635467529297,52.779998779296875,57.38999938964844,2.803999900817871,,53.96198272705078
2015-02-17,49.619998931884766,,13.920000076293945,,19.7015323638916,53.529998779296875,62.529998779296875,2.759000062942505,,54.126399993896484
2015-02-18,48.84000015258789,,14.069999694824219,,20.28636932373047,52.13999938964844,60.529998779296875,2.8310000896453857,,53.48179244995117
2015-02-19,48.40999984741211,,13.579999923706055,,20.08443832397461,51.15999984741211,60.209999084472656,2.8340001106262207,,53.231849670410156
2015-02-20,49.02000045776367,,13.300000190734863,,20.116823196411133,50.34000015258789,60.220001220703125,2.9509999752044678,,52.97531509399414
2015-02-23,49.63999938964844,,13.510000228881836,,20.191116333007812,49.45000076293945,58.900001525878906,2.878999948501587,,52.758277893066406
2015-02-24,54.70000076293945,,13.770000457763672,,20.20826530456543,49.279998779296875,58.65999984741211,2.9019999504089355,,52.902976989746094
2015-02-25,58.540000915527344,,13.869999885559082,,19.914663314819336,50.9900016784668,61.630001068115234,2.8940000534057617,,53.19237518310547
2015-02-26,58.68000030517578,,13.609999656677246,,19.85710334777832,48.16999816894531,60.04999923706055,2.697000026702881,,52.205745697021484
2015-02-27,59.75,,13.779999732971191,,19.853256225585938,49.7599983215332,62.58000183105469,2.7339999675750732,,51.97554397583008
2015-03-02,61.11000061035156,,13.8100004196167,,19.484827041625977,49.59000015258789,59.540000915527344,2.697999954223633,,51.613792419433594
2015-03-03,60.689998626708984,,13.369999885559082,,19.561582565307617,50.52000045776367,61.02000045776367,2.7119998931884766,,51.804527282714844
2015-03-04,61.20000076293945,,13.609999656677246,,19.45603370666504,51.529998779296875,60.54999923706055,2.7690000534057617,,51.73218536376953
2015-03-05,61.65999984741211,,14.329999923706055,,19.598039627075195,50.7599983215332,60.47999954223633,2.8410000801086426,,51.42303466796875
2015-03-06,60.61000061035156,,15.100000381469727,,18.939849853515625,49.61000061035156,59.72999954223633,2.8389999866485596,,50.50217819213867
2015-03-09,61.060001373291016,,14.180000305175781,,18.983983993530273,50.0,58.529998779296875,2.677999973297119,,50.14043045043945
2015-03-10,59.86000061035156,,13.100000381469727,,18.803598403930664,48.290000915527344,56.38999938964844,2.7320001125335693,,49.44322204589844
2015-03-11,59.290000915527344,,12.510000228881836,,18.80168342590332,48.16999816894531,57.540000915527344,2.8239998817443848,,49.5879020690918
2015-03-12,60.61000061035156,,13.270000457763672,,19.289091110229492,47.04999923706055,57.08000183105469,2.7339999675750732,,49.272186279296875
2015-03-13,60.599998474121094,,13.25,,19.306360244750977,44.84000015258789,54.66999816894531,2.7269999980926514,,49.088016510009766
2015-03-16,60.220001220703125,,13.09000015258789,,19.759227752685547,43.880001068115234,53.439998626708984,2.7160000801086426,,49.75234603881836
2015-03-17,60.4900016784668,,13.25,,19.8187198638916,43.459999084472656,53.43000030517578,2.8550000190734863,,49.56159973144531
2015-03-18,61.43000030517578,,12.670000076293945,,20.51337242126465,44.65999984741211,55.90999984741211,2.9200000762939453,,51.0020751953125
2015-03-19,60.29999923706055,,12.869999885559082,,20.24087905883789,43.959999084472656,54.43000030517578,2.812999963760376,,50.19302749633789
2015-03-20,60.2599983215332,,12.479999542236328,,20.338748931884766,45.720001220703125,55.31999969482422,2.7860000133514404,,50.9314079284668
2015-03-23,60.58000183105469,,12.600000381469727,,20.290771484375,47.45000076293945,55.91999816894531,2.7330000400543213,,50.752601623535156
2015-03-24,62.52000045776367,,12.25,,20.11806869506836,47.5099983215332,55.11000061035156,2.7860000133514404,,50.41487503051758
2015-03-25,60.09000015258789,,11.869999885559082,,19.845582962036133,49.209999084472656,56.47999954223633,2.7230000495910645,,51.07048416137695
2015-03-26,59.619998931884766,,12.229999542236328,20.700000762939453,19.711259841918945,51.43000030517578,59.189998626708984,2.671999931335449,,51.010887145996094
2015-03-27,59.61000061035156,,13.09000015258789,21.06999969482422,19.868608474731445,48.869998931884766,56.40999984741211,2.5899999141693115,,50.59369659423828
2015-03-30,60.689998626708984,,13.220000267028809,22.06999969482422,20.098880767822266,48.68000030517578,56.290000915527344,2.6440000534057617,,51.67973327636719
2015-03-31,59.790000915527344,,13.1899995803833,21.93000030517578,19.966474533081055,47.599998474121094,55.11000061035156,2.640000104904175,,51.3751106262207
2015-04-01,60.83000183105469,,13.069999694824219,22.239999771118164,20.102718353271484,50.09000015258789,57.099998474121094,2.6050000190734863,,51.36186218261719
2015-04-02,61.189998626708984,,13.359999656677246,23.06999969482422,20.100799560546875,49.13999938964844,54.95000076293945,2.7130000591278076,,51.46781921386719
2015-04-06,61.5099983215332,,12.949999809265137,22.479999542236328,20.252395629882812,52.13999938964844,58.119998931884766,2.6500000953674316,,52.394927978515625
2015-04-07,61.27000045776367,,13.270000457763672,23.209999084472656,20.012531280517578,53.97999954223633,59.099998474121094,2.680000066757202,,52.428043365478516
2015-04-08,60.650001525878906,,12.90999984741211,23.719999313354492,19.964555740356445,50.41999816894531,55.54999923706055,2.61899995803833,,52.00420379638672
2015-04-09,61.18000030517578,,13.220000267028809,24.280000686645508,19.958799362182617,50.790000915527344,56.56999969482422,2.5280001163482666,,52.838619232177734
2015-04-10,61.29999923706055,,13.229999542236328,24.1299991607666,20.12958526611328,51.63999938964844,57.869998931884766,2.510999917984009,,53.07038497924805
2015-04-13,61.40999984741211,,13.350000381469727,24.329999923706055,19.908903121948242,51.90999984741211,57.93000030517578,2.510999917984009,,52.54060745239258
2015-04-14,61.06999969482422,,13.020000457763672,24.510000228881836,20.025964736938477,53.290000915527344,58.43000030517578,2.5299999713897705,,53.48759078979492
2015-04-15,63.7400016784668,,13.649999618530273,24.229999542236328,19.991424560546875,56.38999938964844,60.31999969482422,2.609999895095825,,54.76567077636719
2015-04-16,62.88999938964844,,13.989999771118164,25.450000762939453,19.910831451416016,56.709999084472656,60.400001525878906,2.684000015258789,,54.63985061645508
2015-04-17,61.939998626708984,,13.649999618530273,24.75,19.793777465820312,55.7400016784668,63.45000076293945,2.634000062942505,,54.242515563964844
2015-04-20,62.25,,13.3100004196167,24.614999771118164,20.052825927734375,56.380001068115234,63.45000076293945,2.5360000133514404,,54.447818756103516
2015-04-21,63.11000061035156,,13.350000381469727,23.68000030517578,19.84174156188965,55.2599983215332,62.08000183105469,2.575000047683716,,53.871673583984375
2015-04-22,63.88999938964844,,13.380000114440918,23.809999465942383,19.820632934570312,56.15999984741211,62.72999954223633,2.6059999465942383,,54.22928237915039
2015-04-23,64.75,,13.899999618530273,24.790000915527344,20.010608673095703,57.7400016784668,64.8499984741211,2.5309998989105225,,54.60011672973633
2015-04-24,63.43000030517578,,13.470000267028809,24.889999389648438,20.15836524963379,57.150001525878906,65.27999877929688,2.5309998989105225,,54.28887176513672
2015-04-27,62.91999816894531,,13.0,25.440000534057617,19.92233657836914,56.9900016784668,64.83000183105469,2.490000009536743,,54.22928237915039
2015-04-28,63.56999969482422,,13.210000038146973,26.600000381469727,19.9760684967041,57.060001373291016,64.63999938964844,2.5169999599456787,,54.500797271728516
2015-04-29,61.939998626708984,,12.850000381469727,25.739999771118164,19.707416534423828,58.58000183105469,65.83999633789062,2.6059999465942383,,54.92459487915039
2015-04-30,59.66999816894531,,12.569999694824219,25.0,19.367767333984375,59.630001068115234,66.77999877929688,2.750999927520752,,54.75242614746094
2015-05-01,57.34000015258789,,12.75,26.770000457763672,19.550064086914062,59.150001525878906,66.45999908447266,2.7760000228881836,,54.87826156616211
2015-05-04,56.779998779296875,,12.180000305175781,28.610000610351562,19.718936920166016,58.93000030517578,66.44999694824219,2.821000099182129,,54.73918914794922
2015-05-05,56.810001373291016,,12.109999656677246,27.530000686645508,19.218093872070312,60.400001525878906,67.5199966430664,2.7799999713897705,,54.06371307373047
2015-05-06,55.65999984741211,,10.619999885559082,26.079999923706055,19.195064544677734,60.93000030517578,67.7699966430664,2.7760000228881836,,53.85182189941406
2015-05-07,56.31999969482422,,10.920000076293945,26.389999389648438,19.304439544677734,58.939998626708984,65.54000091552734,2.7339999675750732,,53.26905822753906
2015-05-08,56.369998931884766,,10.260000228881836,31.100000381469727,19.421491622924805,59.38999938964844,65.38999938964844,2.880000114440918,,54.1431770324707
2015-05-11,56.380001068115234,,10.579999923706055,33.959999084472656,19.19122886657715,59.25,64.91000366210938,2.802000045776367,,53.12336349487305
2015-05-12,56.04999923706055,,10.199999809265137,34.13999938964844,19.172039031982422,60.75,66.86000061035156,2.8970000743865967,,53.3683967590332
2015-05-13,56.77000045776367,,9.819999694824219,32.220001220703125,19.22768783569336,60.5,66.80999755859375,2.934999942779541,,53.22932815551758
2015-05-14,56.560001373291016,,10.09000015258789,34.209999084472656,19.39655876159668,59.880001068115234,66.58999633789062,3.007999897003174,,53.20944595336914
2015-05-15,56.720001220703125,,10.539999961853027,37.349998474121094,19.599956512451172,59.689998626708984,66.56999969482422,3.0160000324249268,,53.42135238647461
2015-05-18,56.18000030517578,,10.710000038146973,37.22999954223633,19.63066291809082,59.43000030517578,66.2699966430664,3.009999990463257,,53.467716217041016
2015-05-19,55.279998779296875,,10.369999885559082,35.689998626708984,19.670963287353516,57.2599983215332,64.0199966430664,2.947999954223633,,52.706153869628906
2015-05-20,54.91999816894531,,10.09000015258789,35.849998474121094,19.67287254333496,58.97999954223633,65.02999877929688,2.9149999618530273,,52.80550003051758
2015-05-21,55.88999938964844,,10.010000228881836,35.41999816894531,19.603797912597656,60.720001220703125,66.54000091552734,2.9489998817443848,,53.30216598510742
2015-05-22,55.06999969482422,,9.949999809265137,34.220001220703125,19.617223739624023,59.720001220703125,65.37000274658203,2.88700008392334,,53.11012649536133
2015-05-26,51.060001373291016,,9.789999961853027,35.97999954223633,19.386959075927734,58.029998779296875,63.720001220703125,2.822000026702881,,52.269100189208984
2015-05-27,51.279998779296875,,9.899999618530273,36.689998626708984,19.497177124023438,57.5099983215332,62.060001373291016,2.815000057220459,,52.17639923095703
2015-05-28,50.75,,9.819999694824219,37.91999816894531,19.775625228881836,57.68000030517578,62.58000183105469,2.7060000896453857,,51.971099853515625
2015-05-29,49.709999084472656,,9.470000267028809,37.439998626708984,19.789161682128906,60.29999923706055,65.55999755859375,2.6419999599456787,,51.91150665283203
2015-06-01,49.900001525878906,,9.289999961853027,40.0,20.01926612854004,60.20000076293945,64.87999725341797,2.6489999294281006,,51.779052734375
2015-06-02,50.95000076293945,,9.770000457763672,37.45000076293945,19.765954971313477,61.2599983215332,65.48999786376953,2.697999954223633,,52.13665771484375
2015-06-03,50.83000183105469,,9.890000343322754,38.5099983215332,19.379222869873047,59.63999938964844,63.79999923706055,2.634000062942505,,51.779052734375
2015-06-04,49.66999816894531,,9.260000228881836,40.810001373291016,19.408231735229492,58.0,62.029998779296875,2.625999927520752,,51.077110290527344
2015-06-05,51.29999923706055,,9.130000114440918,39.380001068115234,19.09883689880371,59.130001068115234,63.310001373291016,2.5899999141693115,,51.434696197509766
2015-06-08,49.849998474121094,,8.989999771118164,38.66999816894531,18.97315216064453,58.13999938964844,62.689998626708984,2.7049999237060547,,51.14332580566406
2015-06-09,49.16999816894531,,8.859999656677246,38.79999923706055,18.986692428588867,60.13999938964844,64.87999725341797,2.8459999561309814,,51.13670349121094
2015-06-10,50.290000915527344,,8.789999961853027,38.349998474121094,19.166521072387695,61.43000030517578,65.69999694824219,2.8910000324249268,,51.76581573486328
2015-06-11,50.43000030517578,,9.029999732971191,38.599998474121094,19.272871017456055,60.77000045776367,65.11000061035156,2.825000047683716,,51.534034729003906
2015-06-12,50.47999954223633,,9.149999618530273,37.099998474121094,19.189722061157227,59.959999084472656,63.869998931884766,2.75,,50.9578971862793
2015-06-15,53.47999954223633,,8.970000267028809,37.529998779296875,19.166521072387695,59.52000045776367,62.61000061035156,2.8889999389648438,,50.83871078491211
2015-06-16,52.150001525878906,,9.069999694824219,38.90999984741211,19.245798110961914,59.970001220703125,62.630001068115234,2.8940000534057617,,51.23603439331055
2015-06-17,51.7599983215332,,9.050000190734863,39.5099983215332,19.4720401763916,59.91999816894531,63.869998931884766,2.8550000190734863,,51.110233306884766
2015-06-18,51.97999954223633,,9.0,39.20000076293945,19.773693084716797,60.45000076293945,64.26000213623047,2.7769999504089355,,51.077110290527344
2015-06-19,51.029998779296875,,9.09000015258789,42.20000076293945,19.52231216430664,59.61000061035156,63.02000045776367,2.815999984741211,,50.60312271118164
2015-06-22,51.11000061035156,,8.890000343322754,39.5099983215332,19.4836368560791,59.68000030517578,63.34000015258789,2.7330000400543213,,51.22309875488281
2015-06-23,51.4900016784668,,8.869999885559082,39.43000030517578,19.199390411376953,61.0099983215332,64.44999694824219,2.7260000705718994,,51.38973617553711
2015-06-24,51.36000061035156,,8.680000305175781,39.560001373291016,19.05243682861328,60.27000045776367,63.4900016784668,2.759000062942505,,51.06977081298828
2015-06-25,50.970001220703125,,8.5,39.02000045776367,18.94801139831543,59.70000076293945,63.20000076293945,2.8499999046325684,,50.549800872802734
2015-06-26,49.95000076293945,,8.0600004196167,38.18000030517578,19.085308074951172,59.630001068115234,63.2599983215332,2.7730000019073486,,50.71647644042969
2015-06-29,47.84000015258789,,7.840000152587891,35.66999816894531,18.982818603515625,58.33000183105469,62.0099983215332,2.805000066757202,,49.75651550292969
2015-06-30,46.97999954223633,,7.610000133514404,36.349998474121094,18.95575523376465,59.470001220703125,63.59000015258789,2.8320000171661377,,50.10317611694336
2015-07-01,46.040000915527344,,7.610000133514404,36.68000030517578,19.033096313476562,56.959999084472656,62.0099983215332,2.7829999923706055,,49.463199615478516
2015-07-02,45.16999816894531,,7.619999885559082,36.09000015258789,19.379222869873047,56.93000030517578,62.06999969482422,2.822000026702881,,49.683197021484375
2015-07-06,44.189998626708984,,7.449999809265137,32.790000915527344,19.425630569458008,52.529998779296875,56.540000915527344,2.75600004196167,,49.0299072265625
2015-07-07,45.119998931884766,,7.570000171661377,30.719999313354492,19.893577575683594,52.33000183105469,56.849998474121094,2.7160000801086426,,49.476539611816406
2015-07-08,43.27000045776367,,6.199999809265137,27.479999542236328,19.7137508392334,51.650001525878906,57.04999923706055,2.684999942779541,,48.47660827636719
2015-07-09,43.650001525878906,,5.869999885559082,27.90999984741211,19.564857482910156,52.779998779296875,58.61000061035156,2.7260000705718994,,48.7232780456543
2015-07-10,44.029998779296875,,5.989999771118164,31.889999389648438,19.653804779052734,52.7400016784668,58.72999954223633,2.7699999809265137,,48.98992156982422
2015-07-13,46.0099983215332,,6.329999923706055,33.439998626708984,19.717615127563477,52.20000076293945,57.849998474121094,2.864000082015991,,49.33656311035156
2015-07-14,45.810001373291016,,6.679999828338623,32.5,19.72148323059082,53.040000915527344,58.5099983215332,2.8399999141693115,,49.68986892700195
2015-07-15,44.4900016784668,,6.300000190734863,32.08000183105469,19.87230682373047,51.40999984741211,57.04999923706055,2.9179999828338623,,48.816585540771484
2015-07-16,44.7599983215332,,6.329999923706055,31.899999618530273,20.193300247192383,50.90999984741211,57.5099983215332,2.8540000915527344,,48.883262634277344
2015-07-17,43.95000076293945,,6.449999809265137,31.350000381469727,20.042476654052734,50.88999938964844,57.52000045776367,2.869999885559082,,48.28996276855469
2015-07-20,43.279998779296875,,6.159999847412109,32.04999923706055,19.94579315185547,50.150001525878906,56.650001525878906,2.822999954223633,,47.65000915527344
2015-07-21,43.47999954223633,,6.210000038146973,30.18000030517578,19.748554229736328,50.36000061035156,57.040000915527344,2.881999969482422,,47.670005798339844
2015-07-22,42.5,,5.880000114440918,29.270000457763672,19.87810516357422,49.189998626708984,56.130001068115234,2.8970000743865967,,47.28337097167969
2015-07-23,42.7400016784668,,5.71999979019165,29.110000610351562,19.736955642700195,48.45000076293945,55.27000045776367,2.815999984741211,,47.24337387084961
2015-07-24,42.970001220703125,,5.760000228881836,29.440000534057617,19.77755355834961,48.13999938964844,54.619998931884766,2.7760000228881836,,46.3367805480957
2015-07-27,42.27000045776367,,5.639999866485596,27.989999771118164,20.013465881347656,47.38999938964844,53.470001220703125,2.7890000343322754,,45.67013931274414
2015-07-28,43.380001068115234,,5.630000114440918,30.139999389648438,20.12755012512207,47.97999954223633,53.29999923706055,2.821000099182129,,46.97673797607422
2015-07-29,45.540000915527344,,5.96999979019165,30.799999237060547,20.224231719970703,48.790000915527344,53.380001068115234,2.885999917984009,,47.616668701171875
2015-07-30,45.310001373291016,,5.989999771118164,31.329999923706055,20.28224754333496,48.52000045776367,53.310001373291016,2.7679998874664307,,47.28337097167969
2015-07-31,44.29999923706055,,5.909999847412109,30.8700008392334,20.342195510864258,47.119998931884766,52.209999084472656,2.7160000801086426,,46.25010681152344
2015-08-03,43.689998626708984,,5.46999979019165,31.299999237060547,20.82754135131836,45.16999816894531,49.52000045776367,2.747999906539917,,45.27683639526367
2015-08-04,44.5,,5.639999866485596,29.719999313354492,20.601306915283203,45.7400016784668,49.9900016784668,2.812000036239624,,45.123512268066406
2015-08-05,51.91999816894531,,6.980000019073486,30.75,20.48914909362793,45.150001525878906,49.59000015258789,2.7980000972747803,,44.783538818359375
2015-08-06,51.20000076293945,,6.840000152587891,27.399999618530273,20.44854736328125,44.65999984741211,49.52000045776367,2.812999963760376,,45.4968376159668
2015-08-07,52.08000183105469,,6.239999771118164,28.59000015258789,20.69025230407715,43.869998931884766,48.61000061035156,2.7980000972747803,,44.68354797363281
2015-08-10,53.47999954223633,,6.139999866485596,27.829999923706055,20.599367141723633,44.959999084472656,50.40999984741211,2.8420000076293945,,46.11011505126953
2015-08-11,51.439998626708984,,5.670000076293945,28.0,20.618703842163086,43.08000183105469,49.18000030517578,2.8440001010894775,,46.19679641723633
2015-08-12,51.880001068115234,,5.570000171661377,30.299999237060547,20.960962295532227,43.29999923706055,49.65999984741211,2.930999994277954,,47.036720275878906
2015-08-13,51.11000061035156,,5.440000057220459,27.260000228881836,21.06151580810547,42.22999954223633,49.220001220703125,2.7869999408721924,,46.32343673706055
2015-08-14,51.5099983215332,,5.5,27.280000686645508,21.084716796875,42.5,49.029998779296875,2.8010001182556152,,46.223426818847656
2015-08-17,51.7400016784668,,5.599999904632568,27.8799991607666,21.179471969604492,41.869998931884766,49.029998779296875,2.7279999256134033,,46.32343673706055
2015-08-18,51.630001068115234,,5.010000228881836,26.8799991607666,21.175600051879883,42.619998931884766,48.810001373291016,2.7039999961853027,,46.150108337402344
2015-08-19,49.939998626708984,,4.96999979019165,25.09000015258789,21.090518951416016,40.79999923706055,47.15999984741211,2.7160000801086426,,44.87686538696289
2015-08-20,47.90999984741211,,4.510000228881836,24.600000381469727,20.93195915222168,41.13999938964844,46.619998931884766,2.755000114440918,,43.86361312866211
2015-08-21,45.27000045776367,,4.420000076293945,22.440000534057617,20.682512283325195,40.45000076293945,45.459999084472656,2.6760001182556152,,42.330387115478516
2015-08-24,43.61000061035156,,4.860000133514404,23.200000762939453,19.924522399902344,38.2400016784668,42.689998626708984,2.6500000953674316,,40.057212829589844
2015-08-25,44.380001068115234,,4.340000152587891,24.0,19.4352970123291,39.310001373291016,43.209999084472656,2.684999942779541,,39.47725296020508
2015-08-26,46.09000015258789,,4.480000019073486,23.889999389648438,19.809432983398438,38.599998474121094,43.13999938964844,2.693000078201294,,40.837162017822266
2015-08-27,47.84000015258789,,4.630000114440918,25.520000457763672,19.926340103149414,42.560001373291016,47.560001373291016,2.638000011444092,,42.85701370239258
2015-08-28,47.79999923706055,,4.579999923706055,25.40999984741211,19.840608596801758,45.220001220703125,50.04999923706055,2.7149999141693115,,43.83027648925781
2015-08-31,47.84000015258789,,4.599999904632568,25.1200008392334,19.17613410949707,49.20000076293945,54.150001525878906,2.688999891281128,,44.28357696533203
2015-09-01,47.2599983215332,,4.420000076293945,24.860000610351562,18.57986831665039,45.40999984741211,49.560001373291016,2.7019999027252197,,42.72369384765625
2015-09-02,47.959999084472656,,4.420000076293945,25.40999984741211,18.519460678100586,46.25,50.5,2.6480000019073486,,43.11699676513672
2015-09-03,48.290000915527344,,4.460000038146973,27.1200008392334,18.54479217529297,46.75,50.68000030517578,2.7249999046325684,,43.23698806762695
2015-09-04,46.939998626708984,,4.489999771118164,26.540000915527344,18.437618255615234,46.04999923706055,49.61000061035156,2.6549999713897705,,42.52370071411133
2015-09-08,49.11000061035156,,4.599999904632568,27.049999237060547,18.91891860961914,45.939998626708984,49.52000045776367,2.7100000381469727,,43.190330505371094
2015-09-09,47.72999954223633,,4.440000057220459,26.84000015258789,18.57012939453125,44.150001525878906,47.58000183105469,2.6510000228881836,,42.37704849243164
2015-09-10,48.220001220703125,,4.400000095367432,27.950000762939453,18.57986831665039,45.91999816894531,48.88999938964844,2.683000087738037,,42.623695373535156
2015-09-11,48.790000915527344,,4.489999771118164,28.790000915527344,18.677297592163086,44.630001068115234,48.13999938964844,2.693000078201294,,42.243717193603516
2015-09-14,46.20000076293945,,4.420000076293945,27.559999465942383,18.731853485107422,44.0,46.369998931884766,2.757999897003174,,41.877079010009766
2015-09-15,46.58000183105469,,4.480000019073486,28.420000076293945,18.751344680786133,44.59000015258789,46.630001068115234,2.7279999256134033,,42.34370803833008
2015-09-16,47.7599983215332,,4.630000114440918,27.8700008392334,19.000762939453125,47.150001525878906,46.61000061035156,2.6600000858306885,,43.54362869262695
2015-09-17,46.91999816894531,,4.630000114440918,27.09000015258789,19.23265266418457,46.900001525878906,49.08000183105469,2.6519999504089355,,43.516963958740234
2015-09-18,45.33000183105469,,4.659999847412109,27.600000381469727,18.957895278930664,44.68000030517578,47.470001220703125,2.6050000190734863,,42.374000549316406
2015-09-21,45.13999938964844,,4.389999866485596,25.899999618530273,19.10598373413086,46.68000030517578,48.91999816894531,2.572999954223633,,42.615760803222656
2015-09-22,44.41999816894531,,4.170000076293945,25.190000534057617,18.911130905151367,45.83000183105469,49.08000183105469,2.5769999027252197,,42.16583251953125
2015-09-23,43.369998931884766,,4.03000020980835,24.299999237060547,18.897489547729492,44.47999954223633,47.75,2.569000005722046,,41.621891021728516
2015-09-24,43.63999938964844,,3.9700000286102295,23.889999389648438,19.00271224975586,44.90999984741211,48.16999816894531,2.5910000801086426,,41.80320358276367
2015-09-25,43.290000915527344,,3.9000000953674316,24.540000915527344,19.215110778808594,45.70000076293945,48.599998474121094,2.563999891281128,,41.88378143310547
2015-09-28,40.810001373291016,,3.619999885559082,21.56999969482422,19.00855827331543,44.43000030517578,47.34000015258789,2.562999963760376,,40.2116584777832
2015-09-29,41.02000045776367,,3.549999952316284,22.579999923706055,18.860462188720703,45.22999954223633,48.22999954223633,2.5859999656677246,,40.15121078491211
2015-09-30,42.75,,3.700000047683716,22.920000076293945,19.00855827331543,45.09000015258789,48.369998931884766,2.5239999294281006,,41.098079681396484
2015-10-01,42.68000030517578,,3.6500000953674316,21.760000228881836,18.813695907592773,44.7400016784668,47.689998626708984,2.433000087738037,,41.17868423461914
2015-10-02,45.459999084472656,,4.070000171661377,22.700000762939453,19.20146942138672,45.540000915527344,48.130001068115234,2.4509999752044678,,42.87765884399414
2015-10-05,46.65999984741211,,4.639999866485596,24.510000228881836,19.626264572143555,46.2599983215332,49.25,2.450000047683716,,44.17373275756836
2015-10-06,48.880001068115234,,4.769999980926514,24.3700008392334,19.456729888916016,48.529998779296875,51.91999816894531,2.4700000286102295,,45.1541633605957
2015-10-07,49.90999984741211,,5.050000190734863,24.649999618530273,19.472320556640625,47.810001373291016,51.33000183105469,2.4739999771118164,,45.72496795654297
2015-10-08,51.119998931884766,,5.21999979019165,25.110000610351562,19.651588439941406,49.43000030517578,53.04999923706055,2.497999906539917,,46.59797668457031
2015-10-09,51.20000076293945,,5.159999847412109,24.219999313354492,19.690570831298828,49.630001068115234,52.650001525878906,2.502000093460083,,46.295780181884766
2015-10-12,50.83000183105469,,5.079999923706055,23.799999237060547,19.768505096435547,47.099998474121094,49.86000061035156,2.5350000858306885,,45.6981201171875
